UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
1827,0,401203,,Mumbai,37,male,graduate,,623,41000,Yes,Yes,salaried,FINE TECH CORPORATION PRIVATE LIMITED,term,3809,60,150000,3540,36621,term,1,1,232,-2,50278,25070,1,8,2,56.27,0,1,25070,1,0,2,5.47,11,-2,45251,4,REVOLVER,1,0,1,0,1325252.6,0,1520132.65,77,0,27225.6,999,0,999,0,0,999,2,45251,22,9,0,3,1,-2,1318075,18,100,1,55,1,35125,25,1,1,1,35125,100,21,294,3,34,3.65,999,49821.65,0,6,150,0,2,3,17,9182701,4714466,0,0, -   ,"16,18,193",6091047,4472854,1618193,39015,1,20,769
1828,0,410210,,Navi Mumbai,37,female,post-graduate,,694,60000,Yes,Yes,salaried,KUNCHAM SOFTWARE SOLUTIONS PRIVATE LIMITED,emi-free,1351,60,100000,2360,25361,emi-free,1,0,182,0,162449,43334,2,2,5,57.09,0,1,43334,0,0,3,109,12,103.08,290975,9,RVLRPLUS,1,0,1,3,0,3,0,79,3,166740.65,0,10.84,0,3,8.57,0,3,140668,21,8,9,4,0,103,65000,15,80,1,18,1,129875,22,2,2,1,129875,79.39,19,271,5,32,86.09,0,234888.5,3,10,84,0,3,1,18,6900000,2480634,0,20348,"20,348","15,33,978",8321851,6787873,1533978,0,1,20,719
1829,0,600073,,Chennai,42,female,post-graduate,,753,61000,Yes,Yes,salaried,Enzen Global Solutions Private Limited,emi-free,1658,60,130000,3068,32600,emi-free,2,1,276,1.77,117716,-2,0,0,10,29.92,0,2,0,2,0,1,70.62,12,63.03,176742,0,RVLRPLUS,0,0,-1,2,70429.7,0,343118.55,93,2,70429.7,0,0,7,1,0,0,1,75836,21,5,0,5,0,63,0,16,-2,-1,95,0,68699,21,0,0,-1,126167,100,19,436,6,42,55.92,1,343118.55,2,9,47,1,2,1,13,210000,5045687,0,0, -   ,"22,93,030",2452066,159036,2293030,79561,1,13,772
1830,0,560037,SOUTH,Bangalore,38,male,professional,,675,102000,Yes,Yes,salaried,OXYZO FINANCIAL SERVICES PRIVATE LIMITED,emi-free,3945,60,375000,9050,90101,emi-free,8,3,364,1.79,431610,104058,0,3,21,39.07,6,7,104058,2,12,1,56.58,12,88.96,791061,0,RVLRPLUS,1,0,-1,6,1354307.25,0,2106615.95,190,11,874923.25,0,0.53,1,4,0,0,6,187252,50,1,1,17,0,86,479384,30,68,-1,68,0,87267,50,0,8,-1,245520,31.04,49,342,24,101,28.36,0,1605563.95,9,12,124,1,0,1,37,1250545,6238098,0,0, -   ,"31,00,785",4249964,1149179,3100785,0,1,37,735
1831,0,500081,SOUTH,Bangalore,32,male,post-graduate,,616,150000,Yes,Yes,salaried,cads software india pvt ltd,term,15236,60,600000,14140,146476,term,6,15,152,5.12,294357,-2,0,0,26,14.78,8,5,0,0,0,3,107.82,12,109.69,697373,3,RVLRPLUS,0,1,-1,6,506118.25,4,960613.25,315,7,506118.25,0,2.84,0,6,2.52,0,0,130930,68,2,9,12,0,105,0,55,50,-1,10,0,130883,68,2,7,0,685453,99.71,51,390,28,156,71.44,0,960613.25,6,12,110,2,0,8,43,2428622,6112798,0,21815,"21,815","37,01,296",4762602,1061306,3701296,31375,1,50,720
1832,0,500045,SOUTH,Hyderabad,43,male,graduate,,562,93000,Yes,Yes,salaried,Finbud Financial Services Pvt Ltd,term,7618,60,300000,7080,73239,term,-2,-2,277,-1,-1,-2,-1,-2,-2,-1,-1,-2,-2,-2,-1,-2,-1,-2,-1,-1,0,NOBC,-2,-1,-1,-1,-2,-2,-2,2,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,2,-1,-2,0,0,-1,-2,2,-1,-1,-1,0,-1,2,0,-2,-1,-1,-1,1,-1,-2,-2,-1,-1,-1,-1,-2,10,1,0,0,1,0,300000,0,0, -   ,"2,77,168",277168,0,277168,0,1,0,729
1833,0,560105,SOUTH,Bangalore,28,male,graduate,,529,32624,Yes,Yes,salaried,CAPGEMINI INDIA PRIVATE LIMITED,term,3615,36,100000,2360,21734,term,1,1,128,-2,21980,-2,0,3,2,49.51,0,1,-2,0,0,3,109.56,11,-2,116850,20,REVOLVER,-2,0,-1,2,0,6,17090.65,63,2,0,2,15.15,2,2,20,2,1,50658,20,4,10,3,1,-2,45667,17,100,-7,46,1,50658,20,4,1,0,50658,100,19,330,6,26,104.17,2,0,2,12,70,0,0,1,16,64000,959616,0,36435,"36,435","4,99,997",499997,0,499997,0,1,16,701
1834,0,560093,SOUTH,Bangalore,35,male,post-graduate,,671,52000,Yes,Yes,salaried,HDFC BANK LIMITED,emi-free,2404,60,200000,4720,48333,emi-free,7,5,400,2.77,323262,-2,0,10,20,23.91,0,4,75480,2,0,1,147.34,12,158.54,697528,0,RVLRPLUS,1,0,-1,4,1150707.4,0,1758085.85,154,7,594968.45,0,0,0,4,0,0,0,43712,19,3,0,10,0,93,555000,6,63,-1,33,0,41689,19,0,3,-1,420129,64.31,18,382,14,74,110.99,0,1075565.8,7,12,43,0,0,1,17,56646,1894365,0,0, -   ,"15,76,219",1595331,19112,1576219,1189,1,17,763
1835,0,122001,,Delhi NCR,25,female,others,,689,32000,Yes,Yes,salaried,RANDSTAD INDIA PRIVATE LIMITED,term,3525,48,120000,4720,28107,term,3,3,192,-2,28122,-2,0,-2,12,5.74,0,2,-2,1,0,2,143.06,12,0,65430,8,REVOLVER,-2,0,-1,1,0,3,0,81,1,0,0,8.64,0,1,7.69,0,0,65800,12,4,7,2,0,-2,-2,10,53,-1,49,0,47657,12,1,2,0,47657,73.52,11,410,4,40,113.61,0,0,1,10,26,1,0,1,9,24700,834317,0,5207,"5,207","5,92,065",592065,0,592065,0,1,9,695
1836,0,110085,,Delhi NCR,37,male,post-graduate,,709,62000,Yes,Yes,salaried,CLINSYNC CLINICAL RESEARCH PVT LTD,emi-free,2403,60,200000,4720,49360,emi-free,3,6,286,3.16,296498,219600,0,10,11,27.64,6,2,219600,1,0,2,100.55,12,96.73,472200,0,RVLRPLUS,1,1,0,6,1562181.2,1,2093493,131,6,505768.2,0,0.73,0,5,1.61,0,2,169385,38,2,1,16,0,92,1056413,20,55,-1,10,0,153920,39,0,4,-1,451727,100,38,266,10,60,81.17,0,904369,6,11,133,1,2,1,31,2000000,3538660,0,0, -   ,"14,36,367",2966215,1529848,1436367,0,1,31,752
1837,0,501505,SOUTH,Hyderabad,42,male,professional,,694,115000,Yes,Yes,salaried,Continental automotive components India pvt ltd,term,7618,60,300000,7280,73239,term,7,7,80,-2,52685,0,0,1,23,0.72,20,0,27734,0,20,3,46.22,12,-2,83351,0,TRANSACTOR,1,0,-1,1,152032.8,0,210781,113,1,124298.8,11,0,11,1,0,3,0,83134,108,12,0,5,0,2,27734,103,-9,-1,66,0,1871,108,0,0,-1,0,-2,14,231,0,51,14.81,11,183047,1,5,44,1,0,3,11,854000,6317953,0,0, -   ,"36,75,574",4438585,763011,3675574,-3077,1,13,765
1838,0,110039,,Delhi NCR,32,male,graduate,,706,50617,Yes,Yes,salaried,Applect Learning systems Pvt LTD,term,5079,60,200000,4970,48824,term,1,3,344,4.25,86924,-2,0,-2,3,24.27,0,2,-2,1,0,2,98.19,11,0,265847,13,RVLRPLUS,-2,0,1,2,24100000,4,27800000,116,2,123179.55,0,4.2,0,2,7.27,0,0,153784,22,5,5,6,1,-2,-2,12,99,1,13,2,153784,24,3,3,1,191733,79.4,21,420,9,55,90.26,0,247873.75,2,12,113,0,0,3,21,3900000,2504514,0,25350,"25,350","18,75,207",5092434,3217227,1875207,0,1,23,735
1839,0,600083,,Chennai,36,male,professional,,682,116500,Yes,Yes,salaried,TECH MAHINDRA LIMITED,emi-free,4996,60,375000,9050,94955,emi-free,7,7,334,1.33,524549,0,0,0,20,30.74,0,4,0,2,7,1,122.57,12,117.01,1438438,3,RVLRPLUS,0,0,-2,5,437685.95,7,4081648.65,185,5,466043.95,0,4.97,0,5,7.69,0,1,474077,77,7,9,15,0,-2,0,55,49,-1,72,0,472044,79,2,7,0,1303987,100,54,354,16,94,82,0,1370537.65,5,12,226,1,9,7,32,3915500,6915655,0,116864,"1,16,864","46,11,632",5242659,631027,4611632,0,1,38,724
1840,0,500013,SOUTH,Hyderabad,37,male,graduate,,640,105000,Yes,Yes,salaried,Cybage Software Pvt Ltd,term,11427,60,450000,10620,109857,term,3,7,332,-5,520619,70718,0,9,6,38.22,0,1,141436,3,0,0,94.08,12,0.06,486299,2,REVOLVER,3,0,1,5,3352032.6,0,4083529.85,167,5,774363.6,4,0.59,5,5,0,0,2,220923,58,8,1,20,0,15,802559,37,-9,-1,108,0,30001,59,1,1,1,36,0.04,53,264,9,70,45.07,4,1316921.85,5,9,239,5,1,3,42,3981962,11500000,0,10310,"10,310","46,25,184",6451098,1825914,4625184,-13,1,44,752
1841,0,411014,,Pune,38,male,post-graduate,,677,40000,Yes,Yes,salaried,TATA CONSULTANCY SERVICES LIMITED,term,7618,60,300000,2360,73239,term,10,7,252,1.15,103816,13623,0,3,25,15.42,0,1,13623,1,0,2,97.66,12,97.37,192522,0,REVOLVER,1,1,-1,4,87876.75,0,148461.65,128,4,33941.75,0,0,0,3,0,0,0,78039,73,4,0,5,0,96,53935,68,62,-1,11,0,71931,73,0,1,-1,104809,69.85,63,334,3,67,86.86,0,53881.65,4,11,87,0,0,0,54,0,2014579,0,0, -   ,"6,73,162",673162,0,673162,0,3,51,751
1842,0,600082,,Chennai,33,male,graduate,,661,56000,Yes,Yes,salaried,SHAHNAZ HOSPITALITY SERVICES PRIVATE LIMITED,emi-free,2960,60,200000,4720,53720,emi-free,3,6,304,-2,119869,-2,0,5,10,9.4,0,6,-2,2,0,1,128.34,12,124.39,597221,11,REVOLVER,-2,0,-1,3,0,15,23509.3,202,3,0,0,15.27,0,3,14.29,0,0,175945,44,3,31,8,4,117,309808,36,43,0,33,4,175945,44,5,8,1,437650,78.42,37,502,21,102,109.76,0,0,3,12,87,3,0,4,30,1621713,3079615,3429,174564,"1,77,993","18,07,342",2714664,907322,1807342,0,1,33,657
1843,0,560036,SOUTH,Bangalore,31,male,graduate,,722,40000,Yes,Yes,salaried,EVEXIA SOLUTIONS PRIVATE LIMITED,term,2937,48,100000,2360,23421,term,4,3,228,16.22,137558,-2,0,-2,13,30.06,17,2,-2,1,0,2,99.93,12,80.33,173274,0,TRANPLUS,-2,0,-1,2,174060,0,415293.75,71,2,174060,0,1.37,0,2,0,0,1,109780,14,2,1,6,0,102,-2,8,97,-1,50,0,50940,14,0,1,-1,33496,26.55,14,258,4,33,96.47,0,415293.75,2,8,39,0,0,0,10,0,1533523,0,0, -   ,"5,93,100",593100,0,593100,0,1,9,753
1844,0,560076,SOUTH,Bangalore,38,male,post-graduate,,709,75000,Yes,Yes,salaried,ERON ENERGY PRIVATE LIMITED,term,5009,60,200000,4920,48248,term,5,3,274,2.72,490817,0,0,10,15,3.92,0,3,1069,1,0,2,97.28,12,98.39,334631,0,RVLRPLUS,1,0,-2,2,984447.3,2,1614134.05,147,3,428410.3,0,1.31,0,2,2.94,0,0,251044,70,3,2,11,0,102,562561,57,-9,-1,20,0,247712,72,0,3,-1,328631,100,63,450,7,66,85.1,0,936871.05,2,11,69,0,5,2,56,4181500,3618354,0,0, -   ,"10,80,703",5085507,4004804,1080703,0,1,57,745
1845,0,121003,,Delhi NCR,34,female,post-graduate,,615,38810,Yes,Yes,,VERTIV ENERGY PRIVATE LIMITED,term,3615,36,100000,2360,21734,term,3,5,398,0.95,67373,-2,0,-2,10,15.07,0,3,-2,3,0,0,117.34,12,119.82,405308,7,REVOLVER,-2,0,-1,3,0,5,0,95,3,0,0,10.2,0,3,10.64,0,0,85228,44,1,10,7,1,117,-2,36,62,0,54,2,85228,44,3,3,0,276064,80.28,44,420,9,47,111.71,0,0,3,11,81,1,0,0,33,0,1166676,0,59686,"59,686","7,36,267",736267,0,736267,-1,1,32,686
1846,0,560063,SOUTH,Bangalore,31,male,graduate,,742,38000,Yes,Yes,salaried,iMEDGlobal Solutions India Pvt ltd,emi-free,1649,60,200000,4720,47745,emi-free,1,2,194,-2,30711,-2,0,-2,6,11.54,0,0,-2,1,0,2,112.31,12,0,135852,0,TRANSACTOR,-2,0,-1,1,42738.95,1,138546.65,39,1,42738.95,2,2.44,6,1,5.88,0,0,40063,15,9,1,2,0,32,-2,13,-2,-1,78,0,11884,15,0,1,-1,0,0,9,295,1,16,65.1,5,138546.65,1,9,25,0,0,0,7,0,2214708,0,0, -   ,"9,11,161",911161,0,911161,0,1,6,755
1847,0,560078,SOUTH,Bangalore,42,male,graduate,,652,80000,Yes,Yes,salaried,PIRAMAL SWASTHYA MANAGEMENT AND RESEARCH INSTITUTE,term,4895,63,200000,4720,46142,term,3,3,214,2.61,272478,0,1,1,5,53.9,0,2,0,0,0,3,102.2,12,0,264629,11,TRANPLUS,0,0,-1,2,0,2,68206.6,117,2,123012.95,0,5.88,1,2,3.08,0,1,144713,28,2,7,7,2,85,26875,20,-9,1,11,3,119278,28,3,1,1,0,0,27,368,9,61,96.01,0,214994.6,2,12,87,0,0,0,20,0,2827542,0,6325,"6,325","13,38,299",1338299,0,1338299,0,1,19,778
1848,0,560083,SOUTH,Bangalore,33,male,post-graduate,,687,51000,Yes,Yes,salaried,INFINITI SOFTWARE SOLUTIONS PRIVATE LIMITED,term,4444,60,175000,4130,42721,term,5,5,324,2.26,1221262,0,0,2,10,29.51,0,3,0,2,17,1,58.62,12,41.19,910460,0,RVLRPLUS,0,0,-1,4,1847700.9,0,2107860.25,109,7,1701500.9,0,0,0,3,0,0,4,280075,28,7,0,12,0,28,146200,15,93,-1,16,0,141811,28,0,1,-1,278861,31.28,25,388,12,48,35.41,0,1925110.25,6,12,79,1,0,1,23,625000,4543239,0,0, -   ,"23,21,442",2806111,484669,2321442,5299,1,23,760
1849,0,560068,SOUTH,Bangalore,32,female,graduate,,719,41000,Yes,Yes,salaried,Landmark Automobiles Pvt. Ltd.,emi-free,2407,60,200000,4920,48659,emi-free,0,1,167,-2,-2,-2,-2,0,1,-2,0,0,-2,0,0,2,1.68,10,-2,1179,0,TRANSACTOR,-2,0,-1,0,-2,0,1894.3,26,0,-2,999,0,999,0,0,999,-2,-2,5,3,0,1,0,-2,0,4,-2,-1,-2,0,-2,5,0,0,-1,0,-2,2,299,0,7,0.84,999,1894.3,0,0,29,1,0,3,2,259000,201994,0,0, -   ,"1,81,357",260509,79152,181357,0,1,4,770
1850,0,382424,,Ahmedabad,41,male,post-graduate,,728,180000,Yes,Yes,salaried,SYSWIN PHARMACEUTICALS PRIVATE LIMITED,term,19521,72,800000,19080,157942,term,7,9,172,3.95,762676,0,0,1,20,34.62,10,1,0,1,10,2,73.85,12,62.37,1186341,0,RVLRPLUS,0,1,-2,6,2253459.6,0,3603422.1,206,7,1688471.6,0,0,0,5,0,0,2,195547,39,5,0,20,0,18,564968,19,57,-1,19,0,66057,42,0,6,-1,733437,70,36,336,19,103,55.27,0,3038386.1,6,12,112,4,7,6,24,7771527,12300000,0,0, -   ,"56,70,484",10430759,4760275,5670484,0,1,29,795
1851,0,560050,SOUTH,Bangalore,33,male,graduate,,678,100000,Yes,Yes,salaried,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,term,2539,60,100000,2560,24415,term,9,8,250,3.61,543152,61959,1,5,21,60.79,18,2,61959,1,18,2,65.66,12,86.7,893167,2,RVLRPLUS,1,1,1,5,2146685.55,0,3360706.45,241,8,1672338.55,0,0.81,0,2,0,0,1,109617,60,2,2,11,0,65,474679,49,77,-1,90,0,63862,65,1,3,1,440426,62.09,55,308,13,105,42.86,0,2650626.45,5,11,107,3,4,7,49,6864700,6368756,0,0, -   ,"26,68,004",8808929,6140925,2668004,0,1,55,767
1852,0,110043,,Delhi NCR,33,male,post-graduate,,696,68186,Yes,Yes,salaried,IMPACT INFOTECH PRIVATE LIMITED,term,6348,60,250000,5900,61032,term,9,7,332,2.03,541870,0,0,0,25,24.87,0,8,0,0,0,3,85.34,12,89.42,856615,4,RVLRPLUS,0,0,2,6,1390891.65,2,2320856.55,263,8,1390891.65,0,0.75,0,5,1.54,0,0,236794,41,2,2,15,0,100,0,25,50,-1,15,0,233127,45,2,8,0,392557,47.76,35,356,28,127,74.11,0,2320856.55,8,12,158,8,10,7,29,3996370,2440474,0,45971,"45,971","15,55,048",3097583,1542535,1555048,0,1,35,740
1853,0,400601,,Mumbai,49,male,graduate,,703,69000,Yes,Yes,salaried,BURCKHARDT COMPRESSION (INDIA) PRIVATE LIMITED,term,5079,60,200000,4720,48824,term,1,1,214,7.49,101633,-2,1,-2,3,52.96,0,1,-2,2,8,1,34.54,11,34.54,186175,7,RVLRPLUS,-2,0,2,1,106607.95,2,244193.7,143,1,106607.95,0,7.09,18,0,2.67,0,1,151837,31,1,10,12,0,-2,-2,19,68,-1,64,0,134368,45,3,2,2,51807,27.83,26,356,6,74,12.17,9,244193.7,1,9,69,4,10,11,15,8298310,6380341,32623,0,"32,623","36,49,030",7638948,3989918,3649030,101538,1,25,765
1854,0,411060,,Pune,49,male,graduate,,748,125000,Yes,Yes,salaried,SAHNEY COMMUTATORS PRIVATE LIMITED,emi-free,4802,60,400000,9640,97212,emi-free,10,6,342,6.95,441943,72466,0,7,25,17.31,0,3,72466,1,0,2,101.61,12,101.61,994173,0,RVLRPLUS,1,0,1,4,1673922.35,2,5062170.4,210,4,586918.35,0,0.98,0,4,1.71,0,0,203328,41,4,2,7,0,102,622197,34,100,-1,25,0,162308,47,0,3,-1,624880,100,37,396,9,119,89.24,0,832960.4,4,10,112,2,5,7,33,11800000,5383678,0,472,472,"38,10,004",8844453,5034449,3810004,138584,1,39,720
1855,0,560100,SOUTH,Bangalore,35,male,graduate,,675,33500,Yes,Yes,salaried,Knoah solutions pvt ltd,term,4406,48,150000,3750,35134,term,5,4,218,1.21,16234,40329,0,6,12,18.46,0,0,40329,1,0,2,93.57,12,88.48,228694,5,REVOLVER,1,0,0,3,407070.95,2,633537.4,100,3,356.95,0,2.97,0,2,4.35,0,0,42752,18,10,3,4,0,-2,203364,14,100,-1,67,0,0,19,1,1,0,181046,100,17,152,4,46,86.31,0,97923.4,3,9,57,1,2,2,15,4710000,1333547,0,9286,"9,286","6,56,253",5083541,4427288,656253,0,1,16,731
1856,0,500059,SOUTH,Hyderabad,30,male,under-graduate,,678,32642,Yes,Yes,salaried,Indian spinal injuries centre Hopital,term,2539,60,100000,2360,24415,term,5,4,294,2.52,244105,-2,0,10,16,28.92,0,0,101244,1,0,2,91.3,12,91.3,496617,0,RVLRPLUS,1,2,1,4,934617.5,2,1336993.2,165,5,253521.5,0,1.86,0,4,2.33,0,1,135916,35,7,3,6,0,103,681096,29,100,-1,12,0,134405,36,0,3,-1,234652,100,31,368,11,82,83.29,0,583868.2,5,12,70,0,1,5,31,3005500,2925029,0,0, -   ,"16,15,181",3726486,2111305,1615181,0,1,35,731
1857,0,110046,,Delhi NCR,42,male,post-graduate,,715,38200,Yes,Yes,salaried,KARE PARTNERS GROUP INDIA PRIVATE LIMITED,term,2859,48,100000,2560,23169,term,10,5,284,20,280592,0,0,0,23,48.92,17,1,0,1,20,2,20.63,12,0,451922,0,REVOLVER,0,1,-1,5,690955.1,1,1341085.15,162,8,690955.1,4,1.84,10,1,1.45,1,2,300000,47,12,3,30,0,-2,0,17,60,-1,11,0,232083,47,0,2,-1,232083,83.3,47,226,8,68,9.35,5,1341085.15,5,10,282,0,0,0,41,0,4079868,0,0, -   ,"16,63,993",1663993,0,1663993,5758,1,40,759
1858,0,160014,,Chandigarh,27,male,post-graduate,,682,44500,Yes,Yes,salaried,SHREE SHYAM TRAVELS PRIVATE LIMITED,emi-free,1201,60,100000,2360,24312,emi-free,8,2,300,1.3,195246,0,1,0,22,54.83,0,1,0,0,0,3,101.06,12,94.89,338594,0,RVLRPLUS,0,1,-1,4,200115.75,1,333809.35,128,4,200115.75,0,0.79,0,4,1.52,0,4,107339,22,4,1,5,0,92,0,17,100,-1,22,0,99651,22,0,2,-1,304562,100,17,398,4,66,71.42,0,333809.35,4,10,42,2,1,5,13,2255451,967470,590,0,590,"6,63,076",1856594,1193518,663076,16667,1,17,691
1859,0,110059,,Delhi NCR,34,male,graduate,,664,30000,Yes,Yes,salaried,Immortal Infra Developers Private Limited,term,1270,60,50000,2360,12202,term,3,3,348,2.5,195267,0,0,0,4,22.73,0,2,0,2,0,1,120.65,11,120.65,268905,8,RVLRPLUS,0,0,-1,2,0,6,0,101,2,0,0,10.68,0,2,12,0,0,92236,52,1,11,4,2,119,0,48,87,1,53,2,164680,52,4,3,2,268905,100,46,346,15,48,108.56,0,0,2,12,214,3,0,3,39,365070,1477594,0,23542,"23,542","5,56,123",556123,0,556123,-1,1,41,735
1860,0,122001,,Delhi NCR,48,male,graduate,,0,97000,Yes,Yes,salaried,GENPACT INDIA PRIVATE LIMITED,term,10157,60,400000,4920,97653,term,3,8,366,7.08,1478217,386964,0,27,16,19.33,0,8,1366310,2,5,1,93.22,12,118.68,1838745,0,RVLRPLUS,4,1,0,9,8471250.15,0,10900000,277,10,2758001.15,0,0,0,8,0,0,0,460180,50,1,0,21,0,101,5713249,28,64,-1,35,0,460181,51,0,9,-1,1603814,87.22,45,420,26,132,68.02,0,3071354.7,10,12,148,8,3,5,37,3275527,6029578,0,0, -   ,"37,41,917",6338417,2596500,3741917,99837,2,40,778
1861,0,500038,SOUTH,Hyderabad,32,male,graduate,,719,34000,Yes,Yes,salaried,India Sports Flashes Private Limited,term,3809,60,150000,3540,36621,term,5,2,366,3.11,64660,0,0,1,14,49.73,20,2,0,1,0,2,52.76,12,86.13,93469,6,REVOLVER,0,1,-1,2,127735.1,0,287198.55,129,2,131917.1,0,0,0,2,0,0,3,34679,31,9,0,5,1,99,2436,23,94,1,11,1,11856,32,2,3,2,23254,31.1,28,444,8,67,31.69,0,207173.55,2,12,80,0,0,1,21,1600000,925886,0,0, -   ,"5,06,632",1378773,872141,506632,10000,1,24,769
1862,0,600126,,Chennai,34,male,professional,,671,74000,Yes,Yes,salaried,CICO TECHNOLOGIES LTD,term,4519,36,125000,2950,27169,term,7,4,284,1.93,194574,0,0,0,20,39.23,0,2,0,0,0,3,82.61,12,63.87,215298,8,RVLRPLUS,0,0,-1,2,146426.1,1,258722.65,130,3,146426.1,0,9.16,1,2,1.49,0,1,105878,50,8,12,5,1,65,0,44,68,1,37,1,48446,52,4,1,3,112417,67.61,20,206,6,66,55.67,0,258722.65,3,12,65,2,1,4,12,3934867,1105889,0,3370,"3,370","7,01,756",3079824,2378068,701756,0,1,15,755
1863,0,122001,,Delhi NCR,38,male,post-graduate,,628,76000,Yes,Yes,salaried,ADITYA BIRLA RETAIL LIMITED,emi-free,1002,36,100000,2560,25236,emi-free,2,2,222,1.66,158479,-2,0,7,5,11.43,0,4,0,0,0,3,107.06,12,107.06,557329,3,RVLRPLUS,0,0,-1,6,896160.1,6,1530328.55,132,6,210598.1,0,6.57,0,6,9.09,0,0,139947,40,6,9,8,0,108,685562,32,51,-1,86,0,146211,40,1,3,0,425017,84.26,37,260,13,60,95.14,0,608616.55,6,12,218,1,0,2,31,229402,4702202,0,15580,"15,580","22,97,543",2421960,124417,2297543,0,1,32,738
1864,0,560077,SOUTH,Bangalore,45,male,post-graduate,,714,47476,Yes,Yes,salaried,RMJ MOTORS PRIVATE LIMITED,emi-free,1393,48,100000,2560,26318,emi-free,1,2,240,-1,-1,88262,-1,12,3,-1,-1,0,264786,0,-1,3,-1,9,-1,-1,24,NOBC,3,-1,-1,-1,1014721,5,1983448,44,-1,-1,-1,20,-1,-1,22.73,-1,-1,-1,17,-1,9,0,1,-1,1059144,17,-1,0,-1,2,-1,17,4,1,0,-1,-1,14,-1,2,22,-1,-1,-1,-1,5,40,0,0,3,14,215361,702504,5490,86080,"91,570","3,05,878",389301,83423,305878,0,1,16,648
1865,0,500036,SOUTH,Hyderabad,36,male,graduate,,662,35000,Yes,Yes,salaried,VALUELABS LLP,emi-free,2402,60,200000,4920,49208,emi-free,5,4,320,0.87,243469,24660,1,7,19,56.04,17,4,65982,1,0,2,108.41,12,110.1,453926,2,REVOLVER,3,1,-1,4,275268.1,0,423466.2,188,10,176628.1,0,1.58,0,1,0,0,1,239143,48,1,3,12,0,319,98640,35,44,-1,25,0,239143,48,1,7,-7,437919,96.47,42,426,17,93,45.54,0,324826.2,7,12,83,0,0,4,32,810900,3356027,0,0, -   ,"17,43,232",2504147,760915,1743232,-1,1,35,719
1866,0,500089,SOUTH,Bangalore,34,male,post-graduate,,706,75000,Yes,Yes,salaried,BIESSE MANUFACTURING COMPANY PRIVATE LIMITED,term,12697,60,500000,12000,122063,term,1,1,264,-2,68361,-2,0,-2,2,0,0,0,-2,1,0,2,103.11,11,-2,87643,9,REVOLVER,-2,0,-1,1,78654.1,0,285676.15,41,1,78654.1,2,0,7,1,0,2,0,92784,11,8,0,2,0,76,-2,9,-2,-7,44,1,64208,11,1,0,-7,0,-2,8,380,2,19,74.32,2,205051.15,1,9,61,1,0,1,7,54000,2751867,0,0, -   ,"21,59,674",2159674,0,2159674,0,1,7,733
1867,0,500075,SOUTH,Hyderabad,41,male,post-graduate,,700,128500,Yes,Yes,salaried,EMQOS EMBEDDED ENGINEERING PRIVATE LIMITED,emi-free,1502,60,125000,2950,30390,emi-free,9,4,246,1.43,311180,150288,0,8,28,11.88,0,2,150288,1,0,2,68.67,12,67.56,596460,0,RVLRPLUS,1,0,1,2,933064.5,0,1103226.2,180,5,291439.5,0,2.19,2,2,0,0,0,273822,58,12,4,17,0,88,641625,41,71,-1,37,0,231658,60,0,2,-1,472724,100,54,298,7,85,64.16,0,407851.2,3,12,139,2,7,1,33,1678212,11200000,0,0, -   ,"35,63,216",4434711,871495,3563216,0,1,33,753
1868,0,560064,SOUTH,Bangalore,32,male,graduate,,710,39200,Yes,Yes,salaried,EXCELJUTA TALENT SOLUTION PRIVATE LIMITED,term,3809,60,150000,3540,36621,term,5,1,198,-2,62651,-2,0,-2,12,41.78,0,1,-2,1,0,2,110.59,12,0,175674,0,TRANSACTOR,-2,0,-1,1,82060.35,1,205548.55,57,1,82060.35,1,1.82,1,1,3.12,0,2,42024,16,11,1,4,0,43,-2,11,-9,-1,27,0,16338,16,0,1,-1,0,0,15,252,5,34,80,1,205548.55,1,11,20,2,0,0,11,0,1384938,0,0, -   ,"5,83,633",583633,0,583633,0,1,10,772
1869,0,600097,,Chennai,33,male,professional,,663,49500,Yes,Yes,salaried,ADMAKE INDIA MEDIA PVT LTD,term,2539,60,100000,2360,24415,term,6,2,298,0.87,273352,-2,0,6,26,21.9,9,4,0,0,0,3,114.99,12,127.59,750134,3,RVLRPLUS,0,0,-1,5,661030.05,0,884097.4,169,7,291766.05,0,0,0,3,0,0,0,107949,36,1,0,11,0,218,369264,24,58,-7,74,1,262138,36,1,3,-7,498896,66.51,27,404,11,84,71.43,0,481499.4,5,12,70,0,0,0,26,0,3427444,0,0, -   ,"19,17,102",1917102,0,1917102,0,1,25,730
